task_id,title,description,stage,week,due_date_offset_days,default_assignee,category,priority,is_premium,sort_order,time_estimate_minutes,related_article_slug,is_time_sensitive,window_weeks,commonly_completed_early,why_it_matters,catch_up_behavior
PREG-W30-004,Discuss Pain Management Options,"Review pain management options with your provider: epidural (most common, blocks pain from waist down), nitrous oxide (laughing gas, takes the edge off), IV narcotics (short-term relief), and unmedicated techniques (breathing, positioning, water). Know the pros and cons of each before labor starts — you won't be able to research mid-contraction.",third-trimester,30,-70,either,health,must-do,False,137,30,,False,4,False,"Pain management decisions made in the chaos of active labor are not good decisions. Discuss epidural timing, nitrous oxide availability, IV pain meds, and natural pain management techniques NOW — when everyone is calm and can think clearly. Your birth plan should have this documented.

💡 Dad Tip: Discuss pain management preferences with your partner and her doctor — including any allergies. This conversation is best had before labor starts.",catch_up
PREG-W30-002,Nursery Painting,"Paint the nursery at least 6-8 weeks before the due date to allow VOCs and fumes to fully dissipate. Use zero-VOC or low-VOC paint. Mom should NOT be in the house while painting or for 24 hours after. This is a pure dad-ops task — open windows, use fans, and get it done while she's out visiting family or friends.",third-trimester,30,-70,dad,home,good-to-do,False,24,240,week-22-the-nursery-project,False,12,False,Paint fumes (VOCs) take weeks to fully dissipate. Painting too close to the due date means the baby sleeps in a room with residual chemicals. Doing it early gives maximum off-gassing time and avoids the stress of doing home projects with a newborn.,catch_up
PREG-W32-001,TDAP Vaccine (Mom),Receive Tdap booster between weeks 27-36 to pass whooping cough antibodies to the baby through the placenta. Newborns can't get their own whooping cough vaccine until 2 months — this is the bridge protection. Timing matters: earlier in the window gives more time for antibody transfer.,third-trimester,32,-56,mom,health,must-do,False,25,10,week-34-the-lung-milestone,True,2,False,Whooping cough kills infants. The baby can't get their own DTaP vaccine until 2 months. Mom receiving Tdap between 27-36 weeks passes antibodies through the placenta — this is the bridge protection that covers the most vulnerable window.,expired
PREG-W32-004,Infant CPR Class,"Complete infant/child CPR and choking response training through the Red Cross, hospital, or local fire department. Both parents should attend. You'll learn chest compressions for infants, back blows for choking, and rescue breathing. This is a skill you hope to never use but must know cold. Recertify annually.",third-trimester,32,-56,either,safety,must-do,False,93,20,,False,6,False,"Infant choking is silent — there's no coughing, no gasping, no sound. If you don't know how to perform back blows and chest thrusts on an infant, you will freeze. This training could save your baby's life, and the window for intervention is seconds, not minutes.",catch_up
PREG-W32-003,Childbirth Class Registration,"Sign up for a hospital-based or online birth preparation class. Topics include stages of labor, breathing techniques, pushing positions, C-section procedures, and partner support roles. Try to complete this by week 34 in case baby arrives early. Online options (Lamaze, The Positive Birth Company) work if schedules are tight.",third-trimester,32,-56,either,education,good-to-do,False,92,30,,False,6,False,"A hospital-based class covers what your specific hospital does — their equipment, their policies, their nursing protocols. An online class gives flexibility. Either way, knowledge reduces fear, and reduced fear means a calmer delivery experience for both of you.",catch_up
PREG-W32-005,Baby Monitor Setup,"Purchase and test a video or audio baby monitor. Ensure WiFi or RF signal reaches the nursery from your bedroom. For WiFi monitors, set up on a separate network if possible for security. Test night vision quality in actual darkness. Mount the camera high and out of baby's reach — cords are a strangulation hazard.",third-trimester,32,-56,dad,gear,good-to-do,False,94,30,,False,12,False,"A WiFi baby monitor lets you see and hear the baby from any room. Without one, you're either tiptoeing to the nursery every 20 minutes or lying awake straining to hear breathing. It's not essential, but it dramatically reduces parental anxiety during the first months.

💡 Dad Tip: If you want to relax in another room, watch TV, or eat while the baby naps — a monitor is essential. It buys you freedom without worry.",catch_up
PREG-W32-006,Preterm Labor Signs,"Learn the key signs of preterm labor so you can act fast: regular contractions that don't stop when you change positions (use the 5-1-1 rule: 5 minutes apart, 1 minute long, for 1 hour), water breaking (can be a gush or a slow trickle), bloody show, and persistent low back pressure. Know your OB's after-hours number and when to go directly to the hospital versus calling first.",third-trimester,32,-56,either,health,must-do,False,138,30,,False,4,False,"Preterm labor can progress fast. Knowing the signs (regular contractions, fluid leak, pressure, bloody show) and knowing when to call your OB versus going directly to the hospital can make the difference between a controlled delivery and an emergency one.",catch_up
PREG-W32-007,Grandparent Guidelines,"Discuss expectations and ground rules with grandparents and extended family before the baby arrives. Topics: visiting schedule, unsolicited advice boundaries, feeding decisions (breast/bottle), sleep practices (back to sleep), and who gets called first. Having these conversations now prevents conflict during the most stressful weeks.",third-trimester,32,-56,either,admin,good-to-do,False,194,20,,False,8,False,"Grandparents raised children in a different era — sleep positions, feeding practices, and discipline approaches have changed significantly. Setting expectations now prevents a fight later when grandma puts the baby to sleep on their stomach because 'that's how we did it.'

💡 Dad Tip: Postpartum hits mom hard — physically and emotionally. Dad is often the buffer. Setting clear guidelines with grandparents now prevents conflicts later when everyone is exhausted.",catch_up
PREG-W32-002,Hospital Tour,"Tour the labor and delivery unit at your hospital. Know exactly where to park (which lot, which entrance), where to check in, what the room looks like, where dad will sleep, and whether you need to bring your own toothpaste and snacks. Reducing stress and unknowns on delivery day means more oxytocin, fewer interventions, and less pain.",third-trimester,32,-56,either,prep,must-do,False,91,30,,False,6,False,"Knowing where to park, which entrance to use, and what the room looks like eliminates unknowns on delivery day. Reducing stress means more oxytocin, which means fewer physical interventions, which means less pain. A 30-minute tour can directly improve the delivery experience.",catch_up
PREG-W34-001,Breast Pump Acquisition,"Order the breast pump through insurance — most plans cover an electric double pump at no cost under the ACA. Call your insurer for approved brands and suppliers (Aeroflow is a common facilitator). Order by week 34 to allow shipping time. Sterilize all parts before first use. Have spare parts (valves, membranes) on hand.",third-trimester,34,-42,mom,feeding,must-do,False,34,30,week-34-the-lung-milestone,False,6,False,The ACA requires insurance to cover a breast pump at no cost — but you have to order through specific channels. Missing this means paying $150-$400 out of pocket for something that's free. Order early because shipping can take 1-2 weeks.,catch_up
PREG-W34-007,Cord Blood Banking Decision,"Finalize your decision on cord blood banking and order the collection kit if banking privately. Private banking costs $1,500-2,500 upfront plus $150-200/year storage. Public donation is free and helps others. The collection kit must be at the hospital during delivery — order with plenty of buffer time.",third-trimester,34,-42,either,health,good-to-do,True,140,30,,False,4,False,"If you decide to bank, the collection kit must be at the hospital and the process coordinated with your delivery team. Deciding at the last minute usually means missing the window entirely — cord blood must be collected within minutes of delivery.",catch_up
PREG-W34-002,Bassinet Setup,Assemble the bassinet and place it in the master bedroom for the first 6 months of room-sharing (AAP recommendation for SIDS reduction). Check that the mattress is firm and fits snugly with no gaps. Position it within arm's reach of the bed so mom can breastfeed without fully waking up. Test the height — it should be level with the bed.,third-trimester,34,-42,dad,gear,must-do,False,95,30,,False,12,False,AAP recommends room-sharing (not bed-sharing) for the first 6 months to reduce SIDS risk by up to 50%. A properly set up bassinet within arm's reach makes night feeding easier and lets you monitor breathing without getting out of bed.,catch_up
PREG-W34-004,Newborn Care Class,"Attend a class covering diapering, bathing, swaddling, feeding, and soothing basics. This is especially valuable for first-time dads — you'll practice on dolls before the real thing. Learn the diapering routine: remove diaper, clean front to back with wet wipe, dry with wash towel, apply barrier cream, new diaper. Always support the neck.",third-trimester,34,-42,either,education,good-to-do,False,97,30,,False,6,False,"Hands-on practice with a doll before the real thing reduces the panic of the first real diaper change and bath. Learning to swaddle, support the head, and handle a slippery newborn in a low-stakes environment builds confidence that transfers directly to day one.",catch_up
PREG-W34-008,Pack Baby Book,"Bring the baby book or memory journal to the hospital for footprints, birth stats, and first photos. Hospitals typically offer footprint ink kits, but having your own book means you get the prints exactly where you want them. Also bring a good pen — hospital pens are terrible.",third-trimester,34,-42,either,magic,good-to-do,False,195,10,,False,99,False,"Hospital footprints done on random paper get lost. Having your own baby book means the prints, birth stats, and first photos are captured in one place you'll keep forever. It takes 30 seconds and you can't redo it later.",catch_up
PREG-W34-003,GBS Test (Mom),"Group B Strep test is done between weeks 35-37 via a vaginal/rectal swab. If positive (25% of women are), antibiotics are given during labor to prevent transmission to the baby. GBS is harmless to mom but can cause serious infection in newborns. Results determine your delivery protocol, so don't skip this test.",third-trimester,34,-42,mom,health,must-do,False,96,15,,True,2,False,"GBS is carried by 25% of women and is harmless to mom, but can cause life-threatening infection in newborns during vaginal delivery. A positive result means IV antibiotics during labor — if you skip this test, neither you nor your delivery team will know to take this precaution.",expired
PREG-W34-006,Pack Going Home Outfit,"Select and pack loose, comfortable going-home clothes for mom — she will still look 6 months pregnant after delivery. Pack: stretchy pants or a maxi dress, a nursing-friendly top, comfortable underwear (high-waisted to avoid incision if C-section), flip-flops or slip-on shoes (feet may be swollen), and a warm layer.",third-trimester,34,-42,mom,prep,must-do,False,139,30,,False,6,False,"Mom will still look 6 months pregnant at discharge. If you pack her pre-pregnancy jeans, she will be upset and uncomfortable during an already emotional transition. Loose, comfortable clothes make the car ride home and first hours at home much easier on everyone.",catch_up
PREG-W34-005,Stock Diaper Supply,"Buy 1-2 boxes each of Newborn and Size 1 diapers. Don't over-buy Newborn size — many babies outgrow them in 2-3 weeks. Buy two different brands to test which works best for your baby. Stock diaper cream (Desitin, Aquaphor) and have backup brands ready — the wrong cream can cause a rash, and you won't know until you try.",third-trimester,34,-42,dad,gear,must-do,False,98,30,,False,12,False,Newborns go through 10-12 diapers per day. Running out at 2 AM means a middle-of-the-night store run while your partner handles a screaming baby alone. Having two brands on hand also gives you a fallback if the first brand causes a rash — which you won't know until you try.,catch_up
PREG-W35-002,Pack Hospital Bag (Dad),"Pack snacks (protein bars, nuts, jerky), water bottles, a change of clothes, a pillow and blanket, phone/laptop chargers, entertainment (book, tablet), toiletries, and cash for vending machines. Hospitals have uncomfortable chairs that fold into beds — your own pillow and blanket make the difference between sleeping and not sleeping.",third-trimester,35,-35,dad,prep,must-do,False,31,60,week-36-early-term-territory,False,6,False,"Dad's bag is easy to forget because the focus is on mom and baby. But you'll be at the hospital for 1-4 days sleeping in an uncomfortable chair, eating vending machine food, and running on adrenaline. Your own pillow, snacks, and a change of clothes are the difference between being functional support and a zombie.

💡 Dad Tip: Check the checklists and budget pages — we've already curated hospital bag essentials with links.",catch_up
PREG-W35-001,Pack Hospital Bag (Mom),"Pack nursing bras, a comfortable robe, loose clothing, toiletries, heavy flow pads, ID, insurance card, phone charger, and a coming-home outfit. Include lip balm (hospitals are dry), hair ties, and your own pillow if you want comfort. Pack light — hospital stays are 1-2 days for vaginal delivery, 3-4 for C-section.",third-trimester,35,-35,mom,prep,must-do,False,30,90,week-36-early-term-territory,False,6,False,"When contractions start, you will not be thinking about what to pack. Having the bag ready and in the trunk from week 35 onward means you can focus on getting to the hospital, not scrambling for toiletries. Hospitals provide basics but not comfort items — and comfort items matter during a 12-48 hour stay.

💡 Dad Tip: Check the checklists and budget pages — we've already curated hospital bag essentials with links.",catch_up
PREG-W36-008,Weekly Appointments Begin,"Start attending weekly prenatal checkups from week 36 onward. These visits check cervical changes, baby's position, blood pressure, and weight gain. Bring a list of questions each week. Keep your phone charged and bags packed — things can progress quickly at this stage. Dad should plan to be reachable at all times.",third-trimester,36,-28,mom,health,must-do,False,141,90,week-36-early-term-territory,False,4,False,"From week 36, things can move fast. Weekly visits detect blood pressure changes (preeclampsia), baby's position, and cervical progress. Missing a visit means missing a potential red flag that could require intervention.",catch_up
PREG-W36-010,Nesting Deep Clean,"Deep clean the entire home before baby arrives: vacuum, mop, scrub bathrooms, clean kitchen appliances, wash all bedding, dust surfaces. Focus especially on the nursery, bedroom, and any areas where baby will spend time. Dad, this is your task — mom should not be on her hands and knees scrubbing at 36 weeks.",third-trimester,36,-28,dad,home,good-to-do,False,196,60,,False,12,False,"A newborn immune system is essentially zero — the first months are the highest-risk period. A deep-cleaned home reduces exposure to dust, mold, and bacteria during the window when the baby has no defenses of their own.",catch_up
PREG-W36-003,Install Infant Car Seat,"Install the infant car seat base in your primary vehicle using LATCH anchors or the seatbelt method. Check the level indicator is in the green zone. The seat should not move more than 1 inch side to side at the belt path. Read the manual cover to cover — every seat is different. Install in a rear-facing position in the back seat, never the front.",third-trimester,36,-28,dad,safety,must-do,False,28,45,week-36-early-term-territory,False,6,False,"The hospital will not discharge your baby without a properly installed car seat. If you're fumbling with LATCH clips in the hospital parking lot for the first time, you're doing it wrong and the baby isn't safe. Install it early, learn it, and get it inspected.",catch_up
PREG-W36-001,TDAP Vaccine (Dad/Partners),"Dad and all close caregivers (grandparents, regular babysitters) should get the Tdap booster to create a cocoon of immunity around the newborn. Whooping cough is deadly for babies under 2 months who haven't had their own vaccines yet. Schedule this 2+ weeks before the due date so antibodies have time to build.",third-trimester,36,-28,dad,health,must-do,False,26,10,week-36-early-term-territory,True,2,False,"These are the last weeks to get Tdap protection built up before the baby arrives. Whooping cough immunity takes 2 weeks to develop — if grandparents get vaccinated after the baby is born, there's a gap where they could transmit it to a newborn who has zero protection.",expired
PREG-W36-007,Diaper Bag Prep,"Pack a diaper bag with diapers, wipes, change of clothes, bottles, and pacifiers for hospital and outings.",third-trimester,36,-28,dad,gear,must-do,False,100,30,week-36-early-term-territory,False,12,False,"A packed diaper bag is your mobile command center. When the baby has a blowout in public and you don't have a change of clothes, or they're hungry and you don't have a bottle, that outing becomes a crisis. Having it pre-packed and in the car at all times eliminates scrambling.",catch_up
PREG-W36-020,Tell Gift-Givers You Want Meal Delivery Cards,"When friends and family ask what you need, tell them DoorDash, Uber Eats, or grocery delivery gift cards. New parents barely have time to cook — meal delivery is the most practical gift.",third-trimester,36,-28,either,prep,good-to-do,False,219,30,,False,6,False,Nobody thinks of this but it solves the biggest daily problem of the first month: feeding yourselves while caring for a newborn.,catch_up
PREG-W36-002,Flu Shot (Family),"If flu season is approaching (October-March), all household members should receive the influenza vaccine. Babies under 6 months cannot get the flu shot themselves and rely entirely on everyone around them being vaccinated. This includes grandparents and any regular caregivers.",third-trimester,36,-28,either,health,must-do,False,27,10,week-36-early-term-territory,False,4,False,Babies under 6 months cannot get the flu shot. A flu infection in a newborn can require hospitalization. Every person in the household who's vaccinated is one less vector. It takes 2 weeks for flu immunity to build — don't wait until flu season is in full swing.,catch_up
PREG-W36-006,Stroller Purchase,"Select a stroller that fits your infant car seat (travel system) or buy a universal frame stroller that accepts most bucket seats. Test the fold mechanism one-handed — you'll be holding a baby with the other. Check the weight limit, storage basket size, and whether it fits in your trunk. City parents: check subway/bus accessibility.",third-trimester,36,-28,dad,gear,must-do,False,99,10,week-36-early-term-territory,False,12,False,"You will use the stroller daily for months — walks, errands, doctor visits, outings. A bad stroller (hard to fold, too heavy, poor suspension) makes every outing harder. Test it in the store and make sure it fits your car trunk, your doorways, and your lifestyle.",catch_up
PREG-W36-004,Purchase Postpartum Care Kit,"Buy peri-bottle (for gentle cleaning after delivery), witch hazel pads (Tucks), sitz bath soak, heavy-flow maxi pads, and cooling pad inserts. Mom will be bleeding for weeks and in significant discomfort — especially after a C-section. Stock these at home before the hospital stay so they're ready when you walk in the door.",third-trimester,36,-28,mom,health,must-do,False,32,30,week-36-early-term-territory,False,4,False,"After delivery, mom will be bleeding, in pain, and focused entirely on the baby. If the peri-bottle, cooling pads, and heavy pads aren't already at home, someone has to make a pharmacy run during the hardest 24 hours of her recovery. Stock it before, not after.",catch_up
PREG-W36-005,Wash Baby Clothes,"Wash all newborn and 0-3 month clothes, sheets, and blankets in fragrance-free, hypoallergenic detergent (Dreft or All Free Clear). Newborn skin is extremely sensitive — regular detergent can cause rashes. Run everything through a full wash cycle and dry. Cut all tags. Sort by size so you can grab what you need fast.",third-trimester,36,-28,dad,home,must-do,False,33,60,week-36-early-term-territory,False,12,False,"Newborn skin is the most sensitive it will ever be. Regular detergent with fragrances can cause contact dermatitis, eczema flares, and rashes. Having everything pre-washed means you can dress the baby immediately when you get home without worrying about reactions.

💡 Dad Tip: Almost everything you buy for the baby — bottles, clothes, toys — should be washed before first use. Manufacturing chemicals sit on surfaces, and newborn skin is extremely sensitive.",catch_up
PREG-W36-009,Cervical Check Discussion,Discuss with your provider whether to have cervical exams during late pregnancy visits. These checks assess dilation and effacement but are optional — they can be uncomfortable and don't reliably predict when labor will start. Some women prefer them for peace of mind; others skip them entirely. Know your options.,third-trimester,36,-28,mom,health,good-to-do,False,142,30,week-36-early-term-territory,False,4,False,Cervical checks can be informative but they can also be misleading — a woman can be 3cm dilated for weeks or go from 0 to delivery in hours. Knowing they're optional means you can make an informed choice about your own comfort rather than assuming they're mandatory.,catch_up
PREG-W37-001,Car Seat Inspection,Visit a certified Child Passenger Safety Technician (CPST) to verify installation angle and tightness.,third-trimester,37,-21,dad,safety,must-do,False,29,30,week-36-early-term-territory,False,6,False,"Approximately 46% of car seats are installed incorrectly. A Certified Passenger Safety Technician takes 15 minutes to verify angle, tightness, and harness fit. Fire stations and hospitals offer free inspections. One visit gives you peace of mind every time you drive.",catch_up
PREG-W37-020,Print Birth Plan Copies for Hospital,"Print 4-5 copies of your birth plan. Nurses work in shifts — hand a copy to each new nurse so they don't have to ask the same questions. Include: lighting preferences, visitor policy, music, allergies, breastfeeding intent.",third-trimester,37,-21,dad,prep,must-do,False,220,30,,False,6,False,"Nurses rotate shifts every 8-12 hours. Without printed copies, your preferences get lost in verbal handoffs and you have to repeat yourself during the most stressful day of your life.",catch_up
PREG-W37-002,Full Term Celebration,"Mark reaching 37 weeks — baby is now full term and can safely arrive anytime. Celebrate this milestone with your partner. Some couples do a last date night, take a bump photo, or write a letter to the baby. The baby can hear your voice now — some dads sing or play music against the belly during these final weeks.",third-trimester,37,-21,either,magic,good-to-do,False,143,240,week-38-any-day-now,False,99,False,"Marking 37 weeks is a real milestone — if the baby came today, they would likely be healthy and not require NICU time. Celebrating together before the chaos of delivery gives you a moment of gratitude and connection that you'll remember.",catch_up
PREG-W38-003,Final Nursery Prep,"Assemble remaining nursery furniture (bookshelf, storage). Stock the changing station within arm's reach: diapers, wipes, diaper cream, hand sanitizer, change of clothes, and a trash can with a lid. Test the diaper pail. Make sure the changing pad has a safety strap. You will change 10-12 diapers per day — this station needs to be efficient.",third-trimester,38,-14,dad,home,must-do,False,37,180,week-38-any-day-now,False,12,False,"You will change 10-12 diapers per day. If the changing station isn't stocked and organized, every diaper change becomes a scavenger hunt. An efficient station — everything within arm's reach — means one-handed changes when the baby is squirming. This is one of the highest-use areas in your house.",catch_up
PREG-W38-009,Membrane Sweep Discussion,Discuss whether membrane sweeping is desired if pregnancy goes past 39-40 weeks. A membrane sweep is done during a cervical exam — the provider separates the amniotic membrane from the cervix to release prostaglandins that may trigger labor. It can cause cramping and spotting. Success rate is about 1 in 8 women going into labor within 48 hours.,third-trimester,38,-14,mom,health,good-to-do,False,144,30,,False,4,False,"Membrane sweeping is one of the few evidence-based natural induction methods. Knowing it exists and discussing it in advance means you have an option if you're past due and want to avoid a medical induction. Not everyone wants it, and that's fine — but the choice should be informed.",catch_up
PREG-W38-008,Pediatrician Final Selection,"Confirm which pediatrician you will use and share their contact info with the hospital for newborn records transfer. The hospital pediatrician handles the first 24-48 hours, but your chosen pediatrician needs records for the 3-5 day follow-up. Save the office number, after-hours line, and portal login in your phone.",third-trimester,38,-14,either,health,must-do,False,102,30,week-22-the-nursery-project,False,4,False,The pediatrician your hospital assigns may not be who you want long-term. Sharing your chosen pediatrician's info with the hospital ensures newborn records are sent to the right place and your 3-5 day follow-up is already set up. Otherwise you're making these calls from the hospital bed.,catch_up
PREG-W38-005,Hospital Pre-Registration,"Complete hospital paperwork online or by phone to expedite check-in during labor. This includes insurance information, emergency contacts, medical history, and consent forms. When contractions are 5 minutes apart, the last thing you want is to be filling out forms in the lobby.",third-trimester,38,-14,dad,admin,must-do,False,39,15,week-38-any-day-now,False,8,False,"When contractions are 5 minutes apart and your partner is in serious pain, the last thing you need is to be filling out insurance forms in the hospital lobby. Pre-registration means you walk in, say your name, and go straight to labor and delivery.",catch_up
PREG-W38-001,Bottle Sterilization,"Sterilize a starter set of bottles and nipples (boil or steam) even if breastfeeding, for emergencies.",third-trimester,38,-14,dad,feeding,must-do,False,35,15,week-38-any-day-now,False,6,False,"Sterilizing bottles before first use eliminates manufacturing residue. Even if you're planning to exclusively breastfeed, having sterilized bottles ready is essential — some babies need supplementation, or mom might need a break. At 3 AM, you don't want to be boiling bottles for the first time.",catch_up
PREG-W38-007,Baby Swing/Bouncer Setup,"Assemble and test the baby swing or bouncer. Know the weight limits (most start at 6-8 lbs), recline positions, and safety harness. These are lifesavers when you need both hands free — cooking, eating, showering. Place it in the main living area where you can always see the baby. Never put it on an elevated surface.",third-trimester,38,-14,dad,gear,good-to-do,False,101,10,week-38-any-day-now,False,12,False,"A swing or bouncer gives you 15-30 minutes of hands-free time when baby is awake but content. That's enough to eat a meal, take a shower, or do a load of laundry. Not essential, but a significant quality-of-life improvement in the first months.",catch_up
PREG-W38-004,Birth Plan Discussion,"Review birth preferences with provider. Discuss pain management options, contingencies, and cord cutting.",third-trimester,38,-14,either,health,good-to-do,False,38,30,week-38-any-day-now,False,4,False,"Birth plan preferences — pain management, labor positions, visitors, ambient environment — should be reviewed with your provider to confirm what's realistic at your hospital. Some facilities don't offer nitrous oxide, and some have policies about eating during labor. Align expectations before the big day.",catch_up
PREG-W38-006,Emergency Contact List,"Create a list with hospital number, OB-GYN emergency line, pediatrician, and family contacts. Post on fridge.",third-trimester,38,-14,dad,safety,must-do,False,40,10,week-38-any-day-now,False,6,False,"At 3 AM when the baby has a fever and you're running on 2 hours of sleep, you won't remember your pediatrician's after-hours number. A printed list on the fridge — OB, pediatrician, hospital, poison control (1-800-222-1222), and backup family contacts — is a 5-minute task that prevents a panic spiral.",catch_up
PREG-W39-002,Work Handoff Plan,"Document status of all work projects, set up out-of-office auto-replies, and designate a coverage person for each responsibility. Include: project status, key contacts, upcoming deadlines, and decision authority. A clean handoff means you can actually focus on your family without work calls during the first week.",third-trimester,39,-7,either,admin,must-do,False,42,5,,False,8,False,A clean handoff means you won't get work calls during the first week when you should be focused on your family. Your colleagues want to respect your leave — but they can only do that if they know what needs attention. A messy handoff means your phone rings at the worst possible times.,catch_up
PREG-W39-001,Labor Signs Education,"Review signs of labor: contractions (5-1-1 rule), water breaking, bloody show, and when to call the doctor.",third-trimester,39,-7,either,health,must-do,False,41,60,week-40-due-date-and-beyond,False,4,False,"Knowing when to go to the hospital versus when to wait at home saves you from unnecessary ER visits (going too early) or dangerous delays (going too late). The 5-1-1 rule (contractions 5 minutes apart, lasting 1 minute each, for 1 hour) is your go-to threshold. Memorize it.",catch_up
PREG-W39-003,Pet Care Arrangements,"Arrange pet feeding, walking, and care coverage while you're at the hospital (1-4 days). Ask a trusted friend, neighbor, or hire a pet sitter. Leave clear instructions for feeding schedules, medications, and emergency vet info. Test the arrangement with a trial overnight before the due date.",third-trimester,39,-7,dad,home,must-do,False,103,45,week-38-any-day-now,False,12,False,"Labor and delivery can take 12-48+ hours. Your pet can't feed itself. A hungry, anxious pet adds stress to an already stressful situation — and if the hospital stay extends unexpectedly (C-section, complications), that's multiple days without care.",catch_up
PREG-W39-005,Induction Discussion,"Know the options if pregnancy goes past 40 weeks: cervical ripening agents (Cervidil, Cytotec), Pitocin induction, membrane sweeping, or continued monitoring with scheduled induction. Discuss with your provider what their protocol is at 41 and 42 weeks. Have a plan but stay flexible — every pregnancy is different.",third-trimester,39,-7,either,health,must-do,False,145,30,,False,4,False,"If pregnancy goes past 41 weeks, risks gradually increase (placental aging, low fluid). Knowing the options and your provider's protocol in advance means you can make a calm, informed decision instead of a panicked last-minute one.",catch_up
PREG-W40-003,Due Date Arrived,"Only 5% of babies arrive on their due date — most first babies come 1-5 days late. Stay patient, stay active (walking helps), and keep attending your weekly appointments. Use this time for final prep: freeze one more meal, take one more bump photo, enjoy one more quiet evening together. The baby will come when ready.",third-trimester,40,0,either,health,good-to-do,False,146,30,,False,4,False,"Most first babies come after their due date. Knowing this prevents the anxiety spiral of 'something must be wrong.' Using the wait productively (final prep, rest, quality time) is better than refreshing Google for 'how to induce labor naturally.'",catch_up
PREG-W40-002,"Phone Charged, Gas Full",Keep your phone at 100% charge and car fueled past half tank at all times from week 37 onward. Hospital bag should be in the trunk. Car seat should already be installed and inspected. Have cash on hand for parking and vending. This is not the time to run on a low battery or empty tank — labor can start any minute.,third-trimester,40,0,dad,prep,must-do,False,44,30,,False,6,False,"Labor can start at any moment from week 37 onward. A dead phone means no GPS, no way to call the doctor, and no way to update family. An empty gas tank means stopping at a gas station while your partner is having contractions. Neither scenario is acceptable.",catch_up
PREG-W40-001,Hospital Route Check,"Drive the route to the hospital at different times of day. Time it during rush hour and identify backup routes. Note which entrance to use, where the labor and delivery parking is (not the main lot), and whether you need quarters or a card for parking. Program the address into your car's GPS so it's ready to go.",third-trimester,40,0,dad,safety,must-do,False,43,20,,False,6,False,"You will not be thinking clearly when labor starts. Knowing the route, the parking lot, and the entrance turns a stressful drive into an automatic one. Test it during rush hour — the route that takes 15 minutes at night might take 45 during morning commute.",catch_up
POST-W01-031,Stock House for Survival Mode,"Before delivery, do a bulk run: paper towels, trash bags, toilet paper, laundry detergent, dish soap, hand soap, toiletries, and easy one-hand foods (protein bars, trail mix, pre-made sandwiches, fruit). You will not have time or energy to shop for weeks. Also set up a DoorDash/Uber Eats account if you don't have one — you'll use it daily.",post-birth,1,0,dad,prep,must-do,False,501,30,,False,6,False,"Every dad thinks they've prepared enough. Every dad ends up at Target at 10 PM buying something they forgot. Minimize the trips by stocking aggressively. The diaper cream gave him a rash? New brand needed. The swaddle is too warm? Different model needed. You can't prevent every Target run, but you can prevent the avoidable ones.",likely_done
POST-W01-009,Placenta Delivery/Disposal,"Decide on placenta encapsulation, donation, or disposal before delivery. If encapsulating, arrange a specialist in advance — the placenta must be processed within 24-48 hours. Some families plant it with a tree. Hospitals dispose of it as medical waste by default. No strong medical evidence supports encapsulation benefits, but many women report positive experiences.",post-birth,1,1,mom,health,good-to-do,True,198,10,the-first-week-survival-guide,False,4,False,"Placenta encapsulation is time-sensitive — it must be processed within 24-48 hours of delivery. If you want to explore this option but decide at the last minute, you'll miss the window. Decide in advance so the logistics are handled.",catch_up
POST-W01-030,Set Visitor Boundaries,"Before the baby arrives, agree with your partner on visitor rules for the first 2-4 weeks: who can visit and when, maximum visit length (30-60 min), hand washing required, no visits if sick, no kissing the baby's face. Communicate these rules to family and friends BEFORE delivery — it's much harder to enforce boundaries after the baby is here and everyone is excited.",post-birth,1,1,dad,admin,must-do,False,500,20,,False,8,False,"Without clear boundaries, your home becomes a revolving door of visitors during the most exhausting week of your life. Your wife is recovering from delivery, bleeding, learning to breastfeed — she doesn't need an audience. You are the gatekeeper. This is one of the most important dad-ops roles in month one.",likely_done
POST-W01-021,Set Up Night Station,"Before your first night home, set up a station within arm's reach of the bed: diapers, wipes, barrier cream, a change of clothes, water bottle, snacks, burp cloths, and a dim night light. No overhead lights — they wake everyone up.",post-birth,1,1,dad,prep,must-do,False,222,30,,False,6,False,"At 3 AM with a screaming baby, you do not want to be walking across the house looking for diapers in the dark. Everything within arm's reach is the difference between a 5-minute diaper change and a 20-minute ordeal.",likely_done
POST-W01-020,Request Breastfeeding Help in Hospital,"Immediately after delivery, ask the hospital staff for a lactation consultant visit. Request help with every feeding — proper latch technique prevents nipple pain and ensures baby gets enough milk. Don't wait until you're home to learn.",post-birth,1,1,either,feeding,must-do,False,221,15,,False,6,False,Improper latch is the #1 reason breastfeeding fails early. Hospital lactation consultants are free and available every shift — use them before you lose access.,likely_done
POST-W01-032,Learn Newborn Fever Protocol,"Know this rule cold: rectal temperature above 100.4°F (38°C) in a baby under 3 months is an EMERGENCY — go to the ER immediately, no exceptions, no waiting to see if it goes down. For babies 3-6 months, call your pediatrician's after-hours line. Know how to use a rectal thermometer (the only accurate method for infants). Practice before you need it.",post-birth,1,3,dad,safety,must-do,False,502,20,,False,6,False,"A fever in a newborn can indicate a serious infection. The window for intervention is small. At 2 AM when the baby feels warm, you need to know the number (100.4°F) and the action (ER, immediately) without Googling it in a panic.",likely_done
